# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 09.09.2024 по 09.09.2025, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.08.2025 15:00";"28.6";"746.5";"759.2";"-0.6";"34";"Ветер, дующий с юго-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"11.1";"";"";"";"";"";"";
"31.08.2025 12:00";"27.6";"747.1";"759.8";"0.0";"38";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"19.0";"11.9";"";"";"";"";"";"";
"31.08.2025 09:00";"22.9";"747.1";"760.1";"-0.3";"53";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"13.9";"";"";"";"";"";"";"19.0";"12.7";"Осадков нет";"12";"Поверхность почвы влажная.";"13.0";"";"";
"31.08.2025 06:00";"14.0";"747.4";"760.7";"0.0";"93";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"14.0";"";"";"";"";"";"";"16.0";"12.9";"Осадков нет";"12";"";"";"";"";
"31.08.2025 03:00";"15.5";"747.4";"760.7";"0.1";"87";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"19.0";"13.4";"";"";"";"";"";"";
"31.08.2025 00:00";"20.2";"747.3";"760.3";"0.4";"62";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.7";"";"";"";"";"";"";
"30.08.2025 21:00";"23.1";"746.9";"759.8";"0.6";"52";"Ветер, дующий с юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"";"28.8";"";"";"";"";"";"20.0";"12.6";"Осадков нет";"12";"";"";"";"";
"30.08.2025 18:00";"27.2";"746.3";"759.1";"0.0";"41";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.8";"Осадков нет";"12";"";"";"";"";
"30.08.2025 15:00";"28.8";"746.3";"759.0";"-0.6";"37";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"12.8";"";"";"";"";"";"";
"30.08.2025 12:00";"25.8";"746.9";"759.7";"-0.2";"46";"Ветер, дующий с юго-юго-запада";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые башенкообразные или хлопьевидные.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"13.4";"";"";"";"";"";"";
"30.08.2025 09:00";"20.0";"747.1";"760.1";"0.3";"65";"Ветер, дующий с юго-юго-востока";"1";"";"";"60%.";" ";"";"";"14.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"40%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.";"20.0";"13.2";"Осадков нет";"12";"Поверхность почвы влажная.";"14.0";"";"";
"30.08.2025 06:00";"17.2";"746.8";"760.0";"0.0";"76";"Ветер, дующий с юго-юго-востока";"1";"";"";"Облаков нет.";" ";"";"";"14.2";"";"";"";"";"";"";"20.0";"12.9";"Осадков нет";"12";"";"";"";"";
"30.08.2025 03:00";"19.4";"746.8";"760.0";"-0.1";"69";"Ветер, дующий с юго-юго-запада";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"13.6";"";"";"";"";"";"";
"30.08.2025 00:00";"15.4";"746.9";"760.1";"-0.9";"98";"Ветер, дующий с востоко-юго-востока";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"90  или более, но не 100%";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"13.0";"15.1";"";"";"";"";"";"";
"29.08.2025 21:00";"14.9";"747.8";"761.1";"-0.3";"97";"Штиль, безветрие";"0";"";"";"20–30%.";"Дымка. ";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"18.9";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"20–30%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"3.0";"14.4";"0.6";"12";"";"";"";"";
"29.08.2025 18:00";"18.0";"748.1";"761.3";"-1.1";"86";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"17.0";"15.6";"3.0";"12";"";"";"";"";
"29.08.2025 15:00";"15.3";"749.2";"762.5";"-0.6";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"Ливень (ливни).";"Дождь.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"1000-1500";"Высокослоистые непросвечивающие или слоисто-дождевые.";"";"18.0";"14.0";"";"";"";"";"";"";
"29.08.2025 12:00";"14.9";"749.8";"763.2";"-1.1";"86";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"16.0";"12.5";"";"";"";"";"";"";
"29.08.2025 09:00";"13.3";"750.9";"764.3";"-0.4";"97";"Штиль, безветрие";"0";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.2";"";"Кучево-дождевые лысые с кучевыми, слоисто-кучевыми или слоистыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"12.8";"3.0";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"10.0";"";"";
"29.08.2025 06:00";"12.6";"751.3";"764.8";"0.0";"89";"Ветер, дующий с юго-юго-востока";"1";"";"";"100%.";"Ливневый(ые) дождь(и). ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"11.2";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"1000-1500";"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.";"";"20.0";"10.8";"0.2";"12";"";"";"";"";
"29.08.2025 03:00";"12.3";"751.3";"764.8";"0.2";"81";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"9.1";"";"";"";"";"";"";
